Bohemian FC	bohemian.b484b490.png
Cork City	cork-city.bbb0dd46.png
Derry City	derry-city.691c8515.png
Drogheda United	drogheda-united.f487372a.png
Dundalk	dundalk.24c29555.png
Finn Harps	finn-harps.0d9b66a4.png
Shamrock Rovers	shamrock-rovers.15da5bdb.png
Shelbourne	shelbourne.f58b84dc.png
Sligo Rovers	sligo-rovers.211ceeff.png
St Patrick's Athletic	st-patricks-athletic.0b4fe3ea.png
Waterford	waterford.5c29350e.png
Galway United	galway-united.1a6be65d.png
